CustomerID,CustomerName,Postcode,JoinDate,LastVisitDate,TotalVisits,AvgBasketValue,TotalSpend,CategoryCount,TopCategory,SecondCategory,ThirdCategory,DaysSinceLastVisit,RetentionScore,Segment,OnlineOrders,InStoreVisits,PromotionRedemptions,LoyaltyPoints,PrevMonthSpend,SpendChange,NationalAvgBasket,NationalAvgVisits
CUST-01061,Genesis Carter,2224,2024-03-11,2026-02-24,51,50.82,2591.82,6,Allergy & Sinus,Personal Care,Eye Care,5,50,Regular Shoppers,3,48,5,2676,205.83,-2.4,33.19,19
CUST-01062,Nora Burke,2075,2025-09-22,2026-01-12,12,18.89,226.68,1,Beauty & Skincare,,,48,32,Occasional Visitors,2,10,1,208,94.29,21.6,34.24,29
CUST-01063,Sarah Long,2060,2024-09-22,2026-02-27,55,69.34,3813.70,10,Digestive Health,Baby & Child,Vitamins & Supplements,2,90,Power Shoppers,11,44,15,4349,176.74,5.7,35.76,20
CUST-01064,Piper Johnson,2210,2026-01-27,2026-02-23,5,54.87,274.35,4,Oral Care,Weight Management,Personal Care,6,44,New Customers,1,4,3,295,155.76,6.7,41.35,29
CUST-01065,Ariana Lewis,2150,2025-03-30,2025-11-21,44,53.44,2351.36,2,Allergy & Sinus,Sun Care,,100,6,At-Risk,4,40,2,3460,140.40,11.5,43.22,30
CUST-01066,Sydney Ramirez,2125,2024-09-14,2026-02-09,51,48.32,2464.32,4,Vitamins & Supplements,Eye Care,Prescription,20,54,Regular Shoppers,4,47,8,2102,162.07,12.5,47.49,19
CUST-01067,Elizabeth Harris,2232,2025-09-19,2025-12-03,27,43.32,1169.64,4,Personal Care,Weight Management,Baby & Child,88,17,At-Risk,4,23,15,1488,215.03,14.5,37.65,33
CUST-01068,Madison Hughes,2110,2024-04-05,2026-02-19,32,60.35,1931.20,7,Fragrance,Beauty & Skincare,Sun Care,10,75,Regular Shoppers,2,30,1,2167,112.07,23.2,36.63,28
CUST-01069,Evelyn Ramirez,2077,2024-02-15,2025-12-21,50,43.63,2181.50,5,Baby & Child,Sun Care,Allergy & Sinus,70,23,At-Risk,3,47,9,2205,109.49,0.4,42.00,30
CUST-01070,Oliver Carroll,2000,2025-02-17,2026-01-14,9,28.44,255.96,3,Beauty & Skincare,First Aid,Digestive Health,46,46,Occasional Visitors,4,5,0,265,34.47,-9.2,38.77,27
CUST-01071,Samantha Ramirez,2216,2025-11-18,2026-02-20,47,31.05,1459.35,6,First Aid,Allergy & Sinus,Sun Care,9,70,Regular Shoppers,2,45,10,1506,82.52,11.3,39.86,31
CUST-01072,Willow Baker,2234,2025-01-10,2025-11-02,11,36.39,400.29,5,Personal Care,Health Devices,Prescription,119,13,At-Risk,1,10,3,470,91.75,19.0,45.28,27
CUST-01073,Genesis Nolan,2114,2024-10-28,2026-02-20,120,116.87,14024.40,8,Beauty & Skincare,Baby & Child,Prescription,9,91,Power Shoppers,14,106,10,13333,158.88,-4.4,41.11,23
CUST-01074,Andrew Anderson,2010,2025-07-12,2026-02-18,25,52.93,1323.25,6,First Aid,Sun Care,Baby & Child,11,78,Regular Shoppers,1,24,10,1593,58.15,26.4,45.86,34
CUST-01075,Caroline Torres,2195,2024-11-12,2026-02-26,99,119.49,11829.51,10,First Aid,Sun Care,Fragrance,3,84,Power Shoppers,11,88,10,11743,526.29,-17.7,45.56,32
CUST-01076,Noah Thomas,2000,2024-12-20,2026-02-17,26,68.45,1779.70,4,Health Devices,Vitamins & Supplements,Allergy & Sinus,12,53,Regular Shoppers,0,26,11,2652,244.94,-28.1,36.45,28
CUST-01077,Emilia Ramirez,2234,2025-08-15,2026-02-13,11,34.02,374.22,2,First Aid,Vitamins & Supplements,,16,32,Occasional Visitors,3,8,4,430,144.60,-25.5,40.89,27
CUST-01078,Violet Dunne,2042,2026-01-01,2026-01-31,3,43.24,129.72,2,Fragrance,Vitamins & Supplements,,29,49,New Customers,2,1,1,177,110.47,-5.6,44.04,28
CUST-01079,Chloe Perez,2120,2024-11-25,2025-10-17,20,52.77,1055.40,6,Baby & Child,Beauty & Skincare,Health Devices,135,5,At-Risk,5,15,0,1119,253.63,11.6,44.84,25
CUST-01080,Riley Mitchell,2170,2024-11-13,2025-10-06,49,28.93,1417.57,3,Health Devices,Prescription,Eye Care,146,11,At-Risk,0,49,15,1909,51.34,-11.1,41.59,29
CUST-01081,Maria Hayes,2050,2024-08-03,2026-02-09,22,40.43,889.46,4,Weight Management,Eye Care,Beauty & Skincare,20,49,Occasional Visitors,5,17,9,1004,159.49,12.1,47.96,28
CUST-01082,Bella Hayes,2050,2025-02-23,2025-10-21,19,75.36,1431.84,6,First Aid,OTC Medicines,Prescription,131,29,At-Risk,4,15,7,1327,110.80,24.7,44.97,21
CUST-01083,Scarlett Kavanagh,2220,2026-01-20,2026-02-23,4,34.03,136.12,1,Digestive Health,,,6,55,New Customers,1,3,2,172,71.65,-18.0,32.52,33
CUST-01084,Lillian Johnson,2100,2025-12-17,2026-02-09,3,22.50,67.50,1,Weight Management,,,20,47,New Customers,1,2,1,87,30.19,-10.4,36.05,24
CUST-01085,Ivy Brennan,2110,2025-06-15,2026-01-03,21,35.59,747.39,1,Fragrance,,,57,34,Occasional Visitors,4,17,6,599,160.02,-10.0,33.34,33
CUST-01086,Hailey Kennedy,2085,2025-12-19,2026-02-09,7,65.37,457.59,4,Eye Care,Digestive Health,Allergy & Sinus,20,52,New Customers,1,6,5,376,167.97,-2.4,35.64,29
CUST-01087,Daniel Power,2176,2026-01-28,2026-02-24,4,23.70,94.80,2,Sun Care,Beauty & Skincare,,5,42,New Customers,5,-1,1,123,113.64,-10.4,36.56,29
CUST-01088,Madison Gallagher,2228,2025-12-28,2026-01-08,20,39.20,784.00,2,First Aid,Personal Care,,52,54,Occasional Visitors,2,18,6,1049,79.18,-13.2,32.74,32
CUST-01089,Peyton Baker,2095,2023-09-26,2025-11-10,28,36.61,1025.08,4,First Aid,Baby & Child,Allergy & Sinus,111,27,At-Risk,2,26,13,880,54.98,14.1,35.79,21
CUST-01090,James Robinson,2060,2025-03-05,2026-01-03,6,36.43,218.58,4,Fragrance,Allergy & Sinus,Beauty & Skincare,57,45,Occasional Visitors,2,4,6,196,102.33,-25.6,36.68,27
CUST-01091,Hailey Green,2140,2024-09-04,2026-02-06,18,39.29,707.22,2,Personal Care,Digestive Health,,23,42,Occasional Visitors,3,15,0,719,136.42,12.9,39.58,22
CUST-01092,Alyssa Roberts,2042,2025-12-10,2026-01-27,11,34.75,382.25,1,Eye Care,,,33,55,Occasional Visitors,2,9,5,331,71.84,0.4,33.50,23
CUST-01093,Natalie Duffy,2176,2025-01-24,2025-12-31,50,71.44,3572.00,4,Vitamins & Supplements,Personal Care,Allergy & Sinus,60,5,At-Risk,2,48,9,4103,136.23,21.3,47.24,34
CUST-01094,Daniel Quinn,2030,2026-01-08,2026-02-28,4,57.68,230.72,3,Personal Care,Sun Care,Allergy & Sinus,1,68,New Customers,1,3,1,254,194.73,10.6,40.70,24
CUST-01095,Maria Taylor,2065,2025-02-28,2026-01-27,12,15.97,191.64,2,Beauty & Skincare,Digestive Health,,33,30,Occasional Visitors,4,8,1,184,44.82,-3.7,41.97,30
CUST-01096,Grace Hall,2090,2025-12-18,2026-02-25,4,62.86,251.44,2,Fragrance,Sun Care,,4,48,New Customers,4,0,3,246,76.36,25.2,45.85,18
CUST-01097,Brooklyn Green,2110,2024-03-19,2026-02-27,114,135.99,15502.86,7,Digestive Health,Vitamins & Supplements,Fragrance,2,86,Power Shoppers,19,95,9,18306,572.52,-21.5,39.61,31
CUST-01098,Alexander Kumar,2080,2025-05-25,2026-01-25,15,23.29,349.35,2,Beauty & Skincare,Fragrance,,35,47,Occasional Visitors,1,14,1,372,35.03,23.0,40.25,28
CUST-01099,Piper Allen,2153,2024-06-11,2025-09-14,39,68.00,2652.00,5,Beauty & Skincare,First Aid,Sun Care,168,20,At-Risk,2,37,6,2569,315.50,-7.5,37.32,30
CUST-01100,Ivy Regan,2110,2025-12-06,2026-01-08,7,37.84,264.88,3,Vitamins & Supplements,Weight Management,Digestive Health,52,51,Occasional Visitors,4,3,0,324,152.13,-19.1,35.89,25
CUST-01101,Violet Park,2042,2025-03-22,2026-02-19,53,46.74,2477.22,6,Baby & Child,Prescription,Sun Care,10,67,Regular Shoppers,1,52,2,2545,224.96,8.0,36.59,31
CUST-01102,Mia Singh,2085,2026-02-24,2026-02-02,8,63.76,510.08,4,OTC Medicines,Allergy & Sinus,Beauty & Skincare,27,57,New Customers,4,4,3,535,144.74,-14.4,44.10,26
CUST-01103,Nora Gonzalez,2040,2025-10-19,2026-02-08,36,44.68,1608.48,7,Baby & Child,Health Devices,Fragrance,21,79,Regular Shoppers,3,33,6,1933,162.88,-3.5,46.79,21
CUST-01104,Stella Patel,2095,2024-05-20,2026-02-10,49,54.97,2693.53,7,Baby & Child,First Aid,Digestive Health,19,80,Regular Shoppers,2,47,6,2279,168.47,-3.3,37.64,34
CUST-01105,James Nguyen,2020,2025-01-20,2026-02-10,35,38.65,1352.75,7,Health Devices,Vitamins & Supplements,Baby & Child,19,76,Regular Shoppers,4,31,12,1370,85.49,15.4,41.68,28
CUST-01106,Isabella Hall,2110,2025-01-16,2026-02-16,40,35.75,1430.00,3,Personal Care,Weight Management,Vitamins & Supplements,13,57,Regular Shoppers,2,38,9,1742,51.62,22.3,35.84,27
CUST-01107,Elizabeth Green,2042,2025-05-07,2025-11-20,46,67.15,3088.90,5,Baby & Child,Vitamins & Supplements,Allergy & Sinus,101,17,At-Risk,1,45,8,4459,187.00,-23.0,35.35,21
CUST-01108,Madelyn Hernandez,2160,2023-12-22,2025-11-13,29,79.09,2293.61,3,Vitamins & Supplements,Weight Management,Allergy & Sinus,108,6,At-Risk,1,28,10,2675,105.82,11.1,39.93,21
CUST-01109,Daniel Li,2220,2023-12-30,2026-02-27,49,62.75,3074.75,10,Baby & Child,Allergy & Sinus,Beauty & Skincare,2,83,Power Shoppers,17,32,15,2512,82.69,-4.9,36.04,28
CUST-01110,Ellie Gallagher,2228,2025-02-17,2026-02-12,39,52.25,2037.75,3,Oral Care,Eye Care,First Aid,17,71,Regular Shoppers,3,36,12,2192,187.39,-22.1,38.40,19
CUST-01111,Violet McCarthy,2025,2025-04-14,2026-02-24,30,60.85,1825.50,7,Digestive Health,Eye Care,Oral Care,5,61,Regular Shoppers,2,28,13,2065,145.11,10.1,38.88,35
CUST-01112,Paisley Wright,2232,2024-12-02,2026-02-19,32,65.39,2092.48,6,Personal Care,First Aid,Baby & Child,10,76,Regular Shoppers,4,28,14,3064,220.09,26.2,34.95,29
CUST-01113,Ellie Moore,2120,2026-02-07,2026-02-23,4,50.83,203.32,3,Weight Management,First Aid,Fragrance,6,49,New Customers,0,4,4,202,140.05,-10.5,35.87,30
CUST-01114,Alyssa Johnson,2075,2024-08-12,2026-01-23,4,48.82,195.28,4,Allergy & Sinus,Digestive Health,OTC Medicines,37,33,Occasional Visitors,0,4,1,212,92.54,16.3,37.54,23
CUST-01115,Delilah Patel,2195,2024-11-20,2026-01-27,13,44.46,577.98,4,Vitamins & Supplements,Digestive Health,Fragrance,33,37,Occasional Visitors,4,9,1,730,168.55,12.9,32.28,35
CUST-01116,Ellie Kumar,2205,2026-01-24,2026-02-09,1,20.55,20.55,1,Health Devices,,,20,58,New Customers,0,1,1,18,61.71,21.0,42.99,29
CUST-01117,Lucy Williams,2010,2025-04-06,2026-02-03,16,28.70,459.20,3,Digestive Health,Weight Management,Oral Care,26,42,Occasional Visitors,2,14,7,604,114.91,-12.3,36.54,25
CUST-01118,Kylie Liu,2095,2024-12-29,2026-01-07,20,38.96,779.20,4,Fragrance,OTC Medicines,Weight Management,53,33,Occasional Visitors,2,18,11,1141,137.65,-27.4,32.44,28
CUST-01119,Bella Brown,2000,2026-02-06,2026-02-12,4,66.58,266.32,3,Oral Care,Personal Care,Allergy & Sinus,17,52,New Customers,5,-1,0,243,171.52,-6.1,34.44,25
CUST-01120,Layla Torres,2075,2026-02-21,2026-02-18,8,57.19,457.52,4,Prescription,Sun Care,OTC Medicines,11,61,New Customers,4,4,1,661,114.92,2.4,47.53,29
CUST-01121,Jasmine Miller,2070,2025-08-14,2025-09-26,35,49.96,1748.60,2,Eye Care,Allergy & Sinus,,156,10,At-Risk,0,35,10,2355,118.83,-7.4,33.58,21
CUST-01122,Mia Duffy,2010,2024-08-25,2026-01-16,16,33.16,530.56,2,Personal Care,Fragrance,,44,40,Occasional Visitors,5,11,1,517,86.38,6.9,40.51,24
CUST-01123,Adeline Quinn,2042,2026-01-14,2026-02-22,8,34.04,272.32,2,Oral Care,First Aid,,7,67,New Customers,5,3,0,233,59.61,1.5,38.62,30
CUST-01124,Alice Fitzgerald,2095,2024-10-02,2026-01-15,19,21.40,406.60,2,First Aid,Beauty & Skincare,,45,28,Occasional Visitors,5,14,12,465,94.18,-7.3,44.90,24
CUST-01125,Genesis Byrne,2090,2024-10-28,2026-02-14,24,71.67,1720.08,7,Digestive Health,First Aid,Personal Care,15,56,Regular Shoppers,4,20,9,2390,124.91,2.5,32.17,21
CUST-01126,Hailey Byrne,2095,2024-10-13,2026-02-15,18,24.49,440.82,3,Vitamins & Supplements,First Aid,Oral Care,14,53,Occasional Visitors,2,16,11,541,65.75,-12.7,45.10,33
CUST-01127,Penelope Brennan,2190,2026-02-22,2026-02-23,8,66.17,529.36,2,OTC Medicines,Oral Care,,6,60,New Customers,1,7,2,514,216.25,-5.7,39.83,35
CUST-01128,Savannah Kennedy,2050,2025-04-16,2026-01-17,21,38.61,810.81,4,Weight Management,Beauty & Skincare,Eye Care,43,55,Occasional Visitors,5,16,7,708,160.16,-2.1,38.99,19
CUST-01129,Margaret Lynch,2010,2024-03-08,2026-02-27,95,89.34,8487.30,12,Weight Management,Beauty & Skincare,OTC Medicines,2,76,Power Shoppers,8,87,3,12384,147.16,-22.2,34.07,25
CUST-01130,Bella Mitchell,2130,2025-02-10,2025-11-15,13,37.31,485.03,3,Personal Care,Digestive Health,Allergy & Sinus,106,28,At-Risk,1,12,4,567,140.81,-4.4,38.45,21
CUST-01131,Penelope Lee,2230,2024-09-19,2026-01-25,21,43.39,911.19,3,OTC Medicines,Prescription,Digestive Health,35,27,Occasional Visitors,2,19,12,1343,124.88,15.1,39.05,33
CUST-01132,Alexander O'Brien,2145,2024-06-24,2026-02-19,51,45.86,2338.86,7,First Aid,Fragrance,Sun Care,10,69,Regular Shoppers,0,51,15,3219,88.20,25.0,37.09,35
CUST-01133,Aria Mitchell,2030,2024-01-15,2025-10-23,17,72.16,1226.72,2,Prescription,Allergy & Sinus,,129,13,At-Risk,4,13,9,1113,263.60,-18.2,45.90,24
CUST-01134,Brianna Sanchez,2160,2024-10-31,2025-10-02,24,40.47,971.28,3,First Aid,Fragrance,Health Devices,150,22,At-Risk,3,21,7,1099,120.53,10.5,38.46,28
CUST-01135,Eva Sullivan,2150,2024-05-02,2026-02-17,20,43.44,868.80,6,Prescription,Personal Care,Health Devices,12,70,Regular Shoppers,0,20,11,1083,151.18,-2.7,32.79,32
CUST-01136,Hannah Fitzgerald,2224,2023-09-13,2025-12-27,10,49.59,495.90,6,First Aid,Allergy & Sinus,Beauty & Skincare,64,26,At-Risk,4,6,1,601,129.26,7.1,40.65,22
CUST-01137,Gabriella Lynch,2065,2024-12-16,2025-10-12,47,58.04,2727.88,4,Vitamins & Supplements,OTC Medicines,First Aid,140,11,At-Risk,4,43,14,3243,85.30,-23.5,44.03,29
CUST-01138,Caroline Campbell,2153,2025-07-28,2026-02-10,51,48.42,2469.42,5,Eye Care,OTC Medicines,Beauty & Skincare,19,62,Regular Shoppers,0,51,2,2059,73.99,-19.6,38.57,23
CUST-01139,Natalie Fitzgerald,2060,2024-02-24,2026-02-28,100,94.59,9459.00,9,OTC Medicines,Personal Care,Oral Care,1,98,Power Shoppers,4,96,6,11675,191.82,-20.1,34.19,33
CUST-01140,Ellie Harris,2042,2025-03-08,2026-02-09,47,70.62,3319.14,8,Baby & Child,Health Devices,Prescription,20,69,Regular Shoppers,3,44,11,3342,299.84,-26.0,38.39,33
CUST-01141,Lucy Kim,2125,2025-10-17,2026-02-26,38,57.39,2180.82,5,Sun Care,Allergy & Sinus,Weight Management,3,50,Regular Shoppers,2,36,8,2490,76.34,-12.5,45.40,35
CUST-01142,Willow Taylor,2200,2025-02-20,2026-02-10,29,74.24,2152.96,7,Eye Care,Weight Management,Digestive Health,19,77,Regular Shoppers,5,24,10,2457,79.35,-15.7,36.12,29
CUST-01143,Aria Lee,2042,2025-07-17,2026-02-14,12,15.65,187.80,4,Weight Management,Eye Care,Beauty & Skincare,15,30,Occasional Visitors,4,8,8,225,35.81,-6.1,47.93,25
CUST-01144,Camila Rivera,2095,2024-08-20,2026-02-23,21,48.15,1011.15,5,Vitamins & Supplements,Fragrance,Sun Care,6,78,Regular Shoppers,3,18,5,1392,106.95,17.4,32.28,30
CUST-01145,Hannah Fitzgerald,2145,2024-12-14,2025-09-03,16,66.50,1064.00,5,Personal Care,First Aid,Prescription,179,23,At-Risk,4,12,12,1186,130.10,-21.8,43.05,30
CUST-01146,Kylie Byrne,2080,2024-03-16,2026-02-08,20,73.47,1469.40,3,Vitamins & Supplements,First Aid,Oral Care,21,66,Regular Shoppers,2,18,2,1741,264.64,-5.2,39.13,24
CUST-01147,Samantha Lopez,2114,2024-10-27,2026-02-14,23,49.18,1131.14,7,Personal Care,Vitamins & Supplements,Fragrance,15,69,Regular Shoppers,0,23,2,1558,186.39,28.2,35.97,29
CUST-01148,Emily O'Connor,2085,2025-05-31,2026-02-24,30,49.18,1475.40,6,Personal Care,Oral Care,Beauty & Skincare,5,72,Regular Shoppers,4,26,15,1851,240.44,15.8,45.76,33
CUST-01149,Grace Kelly,2020,2025-10-15,2026-01-25,15,45.76,686.40,1,Allergy & Sinus,,,35,44,Occasional Visitors,2,13,13,932,220.20,-4.4,38.65,33
CUST-01150,Madeline Power,2100,2024-03-09,2026-02-21,90,88.71,7983.90,5,Personal Care,First Aid,Eye Care,8,85,Power Shoppers,8,82,3,9061,398.05,0.5,45.25,30
CUST-01151,Henry Clark,2140,2025-07-20,2026-02-18,44,66.55,2928.20,7,Health Devices,Weight Management,Eye Care,11,79,Regular Shoppers,1,43,5,3747,130.79,3.0,43.34,25
CUST-01152,Elizabeth Kelly,2065,2025-03-28,2026-02-06,16,20.14,322.24,1,Oral Care,,,23,53,Occasional Visitors,4,12,7,271,36.12,7.1,44.95,29
CUST-01153,Jack Sullivan,2060,2024-05-15,2026-02-17,22,69.82,1536.04,7,Digestive Health,Weight Management,Eye Care,12,73,Regular Shoppers,5,17,15,2031,179.20,1.0,47.65,27
CUST-01154,Scarlett Taylor,2228,2025-03-27,2026-02-17,38,42.57,1617.66,5,Beauty & Skincare,Personal Care,Vitamins & Supplements,12,59,Regular Shoppers,0,38,12,2151,74.48,8.4,46.20,25
CUST-01155,Sarah Regan,2125,2024-08-11,2026-01-14,20,45.35,907.00,2,First Aid,Baby & Child,,46,34,Occasional Visitors,2,18,11,896,70.95,26.4,36.11,22
CUST-01156,Katherine Clark,2120,2025-10-14,2026-02-17,34,56.17,1909.78,3,Fragrance,Vitamins & Supplements,Beauty & Skincare,12,75,Regular Shoppers,1,33,6,1749,105.39,-24.7,38.59,27
CUST-01157,Lyla Robinson,2210,2024-11-06,2026-01-14,9,48.50,436.50,3,Oral Care,Digestive Health,Sun Care,46,52,Occasional Visitors,3,6,8,523,189.01,29.1,32.65,30
CUST-01158,Mackenzie Baker,2085,2026-01-18,2026-02-17,2,41.00,82.00,2,Baby & Child,Oral Care,,12,62,New Customers,5,-3,2,68,100.77,1.7,38.36,18
CUST-01159,Samantha Lee,2080,2025-12-16,2026-02-10,6,51.71,310.26,1,Eye Care,,,19,47,New Customers,5,1,0,435,246.99,24.0,34.73,23
CUST-01160,Kaylee Perez,2220,2024-10-02,2026-01-22,18,16.42,295.56,4,First Aid,Beauty & Skincare,Prescription,38,35,Occasional Visitors,1,17,10,332,44.85,19.3,40.80,35
CUST-01161,Willow Regan,2065,2024-09-02,2026-02-23,52,69.12,3594.24,3,OTC Medicines,First Aid,Fragrance,6,77,Regular Shoppers,5,47,12,3950,133.30,-18.8,40.99,27
CUST-01162,Madeline Smith,2220,2025-06-21,2026-02-26,28,74.38,2082.64,5,Digestive Health,First Aid,Health Devices,3,57,Regular Shoppers,4,24,11,2263,245.55,7.8,39.60,19
CUST-01163,Nevaeh O'Connor,2170,2026-02-13,2026-02-17,4,63.86,255.44,4,OTC Medicines,Health Devices,Sun Care,12,60,New Customers,4,0,4,333,97.36,21.1,33.24,24
CUST-01164,Adeline Hill,2095,2025-02-10,2026-02-06,18,45.59,820.62,3,Baby & Child,Beauty & Skincare,Prescription,23,53,Occasional Visitors,3,15,14,845,127.63,19.9,40.53,28
CUST-01165,Vivian Quinn,2030,2024-09-16,2026-01-31,13,48.38,628.94,3,Eye Care,Beauty & Skincare,Health Devices,29,43,Occasional Visitors,3,10,8,680,204.31,4.2,36.23,31
CUST-01166,Samuel Burke,2205,2025-09-15,2025-10-21,31,54.48,1688.88,3,First Aid,Weight Management,Sun Care,131,27,At-Risk,0,31,8,1778,96.38,26.0,36.70,27
CUST-01167,Quinn Taylor,2145,2024-03-17,2025-09-10,31,37.28,1155.68,4,Oral Care,Health Devices,Vitamins & Supplements,172,7,At-Risk,4,27,9,1303,71.28,-0.8,34.62,34
CUST-01168,Caroline Patel,2160,2025-12-21,2026-02-11,7,39.06,273.42,1,Weight Management,,,18,55,New Customers,4,3,4,331,80.33,-10.4,36.25,33
CUST-01169,Zoe Gallagher,2224,2024-11-15,2026-01-14,9,46.63,419.67,4,Vitamins & Supplements,Weight Management,Oral Care,46,29,Occasional Visitors,5,4,7,502,112.90,13.5,42.62,19
CUST-01170,Isabella O'Connor,2020,2026-02-13,2026-02-08,7,46.01,322.07,1,Baby & Child,,,21,45,New Customers,5,2,6,415,53.54,-7.2,43.11,24
CUST-01171,Stella Lopez,2224,2024-06-10,2026-02-16,50,62.98,3149.00,7,Vitamins & Supplements,Baby & Child,OTC Medicines,13,65,Regular Shoppers,2,48,8,2867,74.66,16.6,35.28,20
CUST-01172,Ava Kelly,2090,2024-09-21,2026-01-17,7,17.79,124.53,1,Baby & Child,,,43,27,Occasional Visitors,2,5,1,154,42.70,-27.0,36.42,26
CUST-01173,Samuel Park,2077,2025-03-17,2026-01-14,10,49.55,495.50,1,Personal Care,,,46,48,Occasional Visitors,1,9,6,728,141.25,10.8,46.43,32
CUST-01174,Harper Carroll,2020,2025-03-23,2025-10-23,40,52.56,2102.40,5,Sun Care,Weight Management,Prescription,129,24,At-Risk,0,40,13,1977,253.71,23.6,39.52,23
CUST-01175,Hannah Burke,2210,2024-11-27,2026-02-28,90,128.74,11586.60,6,Eye Care,OTC Medicines,Health Devices,1,98,Power Shoppers,4,86,4,12419,490.76,12.2,37.02,28
CUST-01176,Violet Wilson,2112,2025-12-28,2026-02-01,2,38.74,77.48,4,Health Devices,Weight Management,Eye Care,28,42,New Customers,0,2,1,64,79.69,6.9,36.46,28
CUST-01177,Mila Thompson,2077,2024-11-05,2026-02-20,52,69.06,3591.12,4,Oral Care,Sun Care,Baby & Child,9,50,Regular Shoppers,4,48,7,4857,303.89,-14.6,41.27,18
CUST-01178,Elizabeth Park,2150,2026-01-21,2026-02-21,2,68.25,136.50,3,Allergy & Sinus,Sun Care,OTC Medicines,8,41,New Customers,4,-2,1,110,259.36,16.5,35.83,31
CUST-01179,Claire Jones,2100,2024-10-16,2026-02-19,68,132.91,9037.88,5,Personal Care,Sun Care,Baby & Child,10,82,Power Shoppers,7,61,3,11528,280.85,22.2,44.23,22
CUST-01180,Valentina McCarthy,2210,2026-01-21,2026-02-20,8,35.79,286.32,4,OTC Medicines,Fragrance,Vitamins & Supplements,9,50,New Customers,2,6,4,238,147.84,27.7,38.60,31
CUST-01181,Josephine Flores,2153,2024-09-14,2026-02-20,33,51.70,1706.10,6,Eye Care,First Aid,Beauty & Skincare,9,55,Regular Shoppers,5,28,13,1685,200.01,-15.5,44.54,32
CUST-01182,Isabella Williams,2095,2023-09-21,2025-09-08,20,30.37,607.40,5,Vitamins & Supplements,Digestive Health,Health Devices,174,8,At-Risk,4,16,8,874,139.24,29.7,32.73,35
CUST-01183,Evelyn Kavanagh,2153,2025-05-01,2026-01-24,20,27.29,545.80,4,Vitamins & Supplements,Sun Care,Allergy & Sinus,36,43,Occasional Visitors,1,19,6,646,31.78,14.3,36.23,20
CUST-01184,Nevaeh Ramirez,2100,2026-01-29,2026-02-04,4,44.89,179.56,4,Fragrance,Oral Care,First Aid,25,44,New Customers,0,4,1,153,77.70,-22.6,46.30,30
CUST-01185,Gianna O'Brien,2228,2024-09-20,2026-02-25,96,109.10,10473.60,5,Fragrance,Vitamins & Supplements,Personal Care,4,98,Power Shoppers,20,76,1,8759,292.48,-1.0,38.05,30
CUST-01186,Willow Green,2232,2025-04-18,2026-01-08,20,18.27,365.40,1,Sun Care,,,52,51,Occasional Visitors,2,18,9,346,24.96,-26.8,47.44,29
CUST-01187,Kinsley King,2100,2025-05-20,2026-02-24,25,42.71,1067.75,5,Oral Care,Digestive Health,Fragrance,5,79,Regular Shoppers,3,22,3,1304,64.35,26.8,42.23,29
CUST-01188,Amelia Garcia,2040,2025-08-04,2026-02-13,16,26.12,417.92,3,Eye Care,Prescription,Sun Care,16,41,Occasional Visitors,2,14,7,391,60.49,-28.7,36.64,30
CUST-01189,Leah Young,2234,2025-07-05,2026-02-20,57,111.94,6380.58,8,Prescription,Oral Care,Fragrance,9,88,Power Shoppers,12,45,10,6708,119.14,9.4,43.11,20
CUST-01190,Trinity Lopez,2060,2025-09-03,2026-01-10,23,49.36,1135.28,2,Health Devices,Eye Care,,50,13,At-Risk,0,23,3,1132,142.90,28.6,45.50,26
CUST-01191,Elizabeth Sanchez,2060,2025-07-19,2026-02-14,30,50.24,1507.20,8,Baby & Child,Prescription,Oral Care,15,79,Regular Shoppers,4,26,5,1841,198.03,-20.8,41.19,31
CUST-01192,Emily Roberts,2000,2025-12-24,2026-02-23,2,43.75,87.50,1,Health Devices,,,6,45,New Customers,1,1,0,79,161.36,-12.9,43.96,25
CUST-01193,Aria O'Connor,2200,2024-10-26,2026-02-15,22,56.91,1252.02,6,Vitamins & Supplements,Sun Care,Health Devices,14,51,Regular Shoppers,3,19,12,1782,236.55,-26.1,36.45,31
CUST-01194,Liam Ramirez,2110,2025-01-20,2026-02-10,40,32.36,1294.40,5,Allergy & Sinus,Oral Care,Sun Care,19,76,Regular Shoppers,0,40,6,1549,97.07,-9.7,45.25,24
CUST-01195,Daniel Hall,2125,2024-07-14,2026-02-15,12,29.27,351.24,3,Oral Care,Health Devices,OTC Medicines,14,50,Occasional Visitors,3,9,7,445,137.40,-16.8,47.54,32
CUST-01196,Ivy Daly,2155,2024-03-05,2026-02-21,46,65.63,3018.98,4,Fragrance,First Aid,Allergy & Sinus,8,55,Regular Shoppers,0,46,12,3087,264.83,26.4,44.90,33
CUST-01197,Camila O'Brien,2000,2026-01-05,2026-02-14,2,69.71,139.42,3,OTC Medicines,Digestive Health,Allergy & Sinus,15,47,New Customers,5,-3,1,117,116.65,29.1,39.83,22
CUST-01198,Alyssa White,2000,2025-02-03,2026-02-24,24,61.87,1484.88,7,Vitamins & Supplements,Health Devices,Baby & Child,5,60,Regular Shoppers,0,24,4,1944,209.51,-28.9,39.76,33
CUST-01199,Quinn Robinson,2155,2026-01-16,2026-02-11,5,22.72,113.60,1,Eye Care,,,18,64,New Customers,2,3,5,122,101.26,-17.9,39.54,30
